"ID","Gender","Age","Income","SpendingScore","Profession","Experience","FamilySize","normalized_Age","normalized_Income","normalized_SpendingScore","normalized_FamilySize","labels_kmeansmodel","Cluster_Kmeans_label_name"
369,"Male",72,106681,15,"Healthcare",9,5,0.626586672267792,-0.0489724572837869,-1.27384874507278,0.638327532989931,3,"Target - Old"
370,"Female",36,87353,25,"Entertainment",1,5,-0.880353270712678,-0.467367005082966,-0.913221492950137,0.638327532989931,8,"Less valuable - Young"
371,"Male",52,88046,61,"Artist",8,1,-0.21060218494358,-0.452365586331681,0.385036614691375,-1.4102156609056,4,"Valuable - Young, 'Poor'"
372,"Female",72,98168,49,"Entertainment",1,2,0.626586672267792,-0.233253954873522,-0.0477160878557955,-0.89807986243172,5,"Less valuable - Old"
373,"Female",28,178265,5,"Lawyer",2,1,-1.21522881359723,1.5006113232241,-1.63447599719542,-1.4102156609056,6,"Target - Young"
374,"Female",48,167232,92,"Doctor",6,4,-0.378039956385855,1.26177921199333,1.50298109627157,0.126191734516047,1,"Most valuable - Young, Rich"
375,"Male",85,140478,43,"Doctor",6,4,1.17075942945518,0.682633530504337,-0.264092439129381,0.126191734516047,3,"Target - Old"
376,"Male",22,159296,83,"Artist",8,1,-1.46638547076064,1.08998807316188,1.17841656936119,-1.4102156609056,4,"Valuable - Young, 'Poor'"
377,"Female",30,144043,78,"Doctor",1,1,-1.13150992787609,0.759805331151277,0.998102943299867,-1.4102156609056,4,"Valuable - Young, 'Poor'"
378,"Male",46,72594,64,"Artist",1,2,-0.461758842106992,-0.78685609505441,0.493224790328168,-0.89807986243172,4,"Valuable - Young, 'Poor'"
379,"Female",82,180288,77,"Artist",2,2,1.04518110087348,1.54440334361926,0.962040218087603,-0.89807986243172,2,"Most valuable - Old, Rich"
380,"Female",73,165734,51,"Entertainment",0,1,0.668446115128361,1.22935190277338,0.0244093625687329,-1.4102156609056,2,"Most valuable - Old, Rich"
382,"Male",90,70201,8,"Engineer",0,2,1.38005664375803,-0.838657530944489,-1.52628782155863,-0.89807986243172,5,"Less valuable - Old"
383,"Male",34,91503,26,"Artist",0,6,-0.964072156433815,-0.377531669126499,-0.877158767737872,1.15046333146381,8,"Less valuable - Young"
385,"Female",79,143560,83,"Artist",1,3,0.919602772291772,0.749349796870079,1.17841656936119,-0.385944063957837,2,"Most valuable - Old, Rich"
386,"Male",83,131574,97,"Artist",1,2,1.08704054373405,0.489888028972678,1.68329472233289,-0.89807986243172,2,"Most valuable - Old, Rich"
387,"Female",20,151124,18,"Artist",15,3,-1.55010435648178,0.913088226068806,-1.16566056943599,-0.385944063957837,6,"Target - Young"
388,"Female",25,67447,5,"Artist",15,2,-1.34080714217893,-0.898273558709335,-1.63447599719542,-0.89807986243172,9,"Least valuable"
389,"Female",26,117454,8,"Healthcare",16,2,-1.29894769931836,0.184231416031639,-1.52628782155863,-0.89807986243172,6,"Target - Young"
390,"Female",18,86203,23,"Doctor",13,1,-1.63382324220291,-0.492261134323914,-0.985346943374665,-1.4102156609056,9,"Least valuable"
393,"Male",21,119116,30,"Artist",17,4,-1.50824491362121,0.220208844552036,-0.732907866888816,0.126191734516047,8,"Less valuable - Young"
394,"Female",86,163463,31,"Artist",9,4,1.21261887231575,1.18019140928973,-0.696845141676551,0.126191734516047,3,"Target - Old"
395,"Female",75,151696,82,"Artist",15,1,0.752165000849498,0.925470349482564,1.14235384414892,-1.4102156609056,2,"Most valuable - Old, Rich"
396,"Male",78,184736,52,"Lawyer",13,1,0.877743329431204,1.64068950610947,0.0604720877809971,-1.4102156609056,2,"Most valuable - Old, Rich"
397,"Female",87,70419,69,"Homemaker",6,4,1.25447831517632,-0.833938469923161,0.673538416389489,0.126191734516047,7,"Valuable - Old, 'Poor' "
399,"Male",59,130950,28,"Executive",5,3,0.0824139150804,0.476380257975851,-0.805033317313344,-0.385944063957837,6,"Target - Young"
401,"Female",55,82285,35,"Engineer",16,1,-0.0850238563618745,-0.577074350294381,-0.552594240827495,-1.4102156609056,9,"Least valuable"
402,"Female",50,91389,92,"Healthcare",11,7,-0.294321070664718,-0.379999434981689,1.50298109627157,1.6625991299377,7,"Valuable - Old, 'Poor' "
403,"Male",54,186359,95,"Doctor",13,2,-0.126883299222443,1.67582269894257,1.61116927190836,-0.89807986243172,2,"Most valuable - Old, Rich"
405,"Male",79,166335,45,"Engineer",5,5,0.919602772291772,1.24236179118539,-0.191966988704852,0.638327532989931,3,"Target - Old"
406,"Female",65,119889,11,"Artist",17,6,0.333570572243812,0.236942028815735,-1.41809964592184,1.15046333146381,3,"Target - Old"
407,"Female",51,66852,73,"Executive",15,3,-0.252461627804149,-0.911153564707912,0.817789317238546,-0.385944063957837,4,"Valuable - Young, 'Poor'"
408,"Male",18,103896,36,"Executive",16,4,-1.63382324220291,-0.109259544184693,-0.51653151561523,0.126191734516047,8,"Less valuable - Young"
409,"Male",21,187761,87,"Healthcare",2,3,-1.50824491362121,1.70617188954762,1.32266747021024,-0.385944063957837,1,"Most valuable - Young, Rich"
410,"Male",37,102717,93,"Healthcare",7,4,-0.83849382785211,-0.134781438423892,1.53904382148383,0.126191734516047,4,"Valuable - Young, 'Poor'"
411,"Male",83,102647,83,"Entertainment",0,2,1.08704054373405,-0.136296733247254,1.17841656936119,-0.89807986243172,2,"Most valuable - Old, Rich"
412,"Female",96,113585,31,"Lawyer",0,4,1.63121330092144,0.100478906437526,-0.696845141676551,0.126191734516047,3,"Target - Old"
413,"Female",65,86509,88,"Artist",0,4,0.333570572243812,-0.485637131238932,1.35873019542251,0.126191734516047,7,"Valuable - Old, 'Poor' "
414,"Male",80,59099,44,"Marketing",1,7,0.961462215152341,-1.07898328992972,-0.228029713917117,1.6625991299377,7,"Valuable - Old, 'Poor' "
415,"Female",75,135088,5,"Lawyer",1,5,0.752165000849498,0.565955829105455,-1.63447599719542,0.638327532989931,3,"Target - Old"
416,"Female",87,110870,78,"Engineer",1,4,1.25447831517632,0.0417071143599818,0.998102943299867,0.126191734516047,7,"Valuable - Old, 'Poor' "
417,"Female",86,187667,12,"Artist",0,1,1.21261887231575,1.70413706507053,-1.38203692070957,-1.4102156609056,6,"Target - Young"
418,"Female",36,124614,25,"Artist",8,5,-0.880353270712678,0.339224429392676,-0.913221492950137,0.638327532989931,8,"Less valuable - Young"
419,"Female",78,166492,40,"Homemaker",9,7,0.877743329431204,1.2457603810035,-0.372280614766174,1.6625991299377,3,"Target - Old"
420,"Female",62,172758,69,"Entertainment",1,2,0.207992243662106,1.38140091476331,0.673538416389489,-0.89807986243172,2,"Most valuable - Old, Rich"
421,"Male",89,122430,19,"Healthcare",1,1,1.33819720089746,0.291947230903779,-1.12959784422372,-1.4102156609056,5,"Less valuable - Old"
422,"Female",56,183540,96,"Entertainment",0,6,-0.0431644135013059,1.61479961169889,1.64723199712062,1.15046333146381,1,"Most valuable - Young, Rich"
423,"Female",35,96484,34,"Artist",5,4,-0.922212713573247,-0.269707618909833,-0.588656966039759,0.126191734516047,8,"Less valuable - Young"
424,"Male",33,112587,71,"Artist",1,4,-1.00593159929438,0.0788751316701634,0.745663866814017,0.126191734516047,4,"Valuable - Young, 'Poor'"
425,"Female",58,155672,71,"Entertainment",7,7,0.0405544722198314,1.01153909544953,0.745663866814017,1.6625991299377,1,"Most valuable - Young, Rich"
426,"Female",68,72847,93,"Artist",1,2,0.459148900825518,-0.781379386621402,1.53904382148383,-0.89807986243172,4,"Valuable - Young, 'Poor'"
427,"Male",38,71897,32,"Entertainment",2,3,-0.796634384991541,-0.801944102081316,-0.660782416464287,-0.385944063957837,9,"Least valuable"
428,"Male",31,158479,57,"Doctor",1,5,-1.08965048501552,1.07230241786635,0.240785713842318,0.638327532989931,1,"Most valuable - Young, Rich"
429,"Male",90,89251,4,"Entertainment",1,1,1.38005664375803,-0.426280868300948,-1.67053872240769,-1.4102156609056,5,"Less valuable - Old"
430,"Male",28,179911,24,"Engineer",1,1,-1.21522881359723,1.53624239864201,-0.949284218162401,-1.4102156609056,6,"Target - Young"
432,"Male",78,127615,78,"Executive",10,7,0.877743329431204,0.4041872831771,0.998102943299867,1.6625991299377,7,"Valuable - Old, 'Poor' "
433,"Female",23,50076,32,"Artist",3,5,-1.42452602790007,-1.27430479266109,-0.660782416464287,0.638327532989931,8,"Less valuable - Young"
434,"Female",25,77779,62,"Artist",4,1,-1.34080714217893,-0.67461604278109,0.421099339903639,-1.4102156609056,4,"Valuable - Young, 'Poor'"
435,"Male",59,169999,38,"Engineer",5,5,0.0824139150804,1.32167665165394,-0.444406065190702,0.638327532989931,3,"Target - Old"
437,"Female",24,78223,41,"Lawyer",0,1,-1.3826665850395,-0.665004744187193,-0.336217889553909,-1.4102156609056,9,"Least valuable"
438,"Male",76,136259,14,"Unknown",0,7,0.794024443710066,0.591304546793413,-1.30991147028504,1.6625991299377,3,"Target - Old"
439,"Male",37,153399,93,"Entertainment",1,6,-0.83849382785211,0.962335307828074,1.53904382148383,1.15046333146381,1,"Most valuable - Young, Rich"
443,"Female",95,66322,88,"Artist",0,3,1.58935385806087,-0.922626511227654,1.35873019542251,-0.385944063957837,7,"Valuable - Old, 'Poor' "
446,"Male",54,65874,87,"Artist",7,6,-0.126883299222443,-0.932324398097171,1.32266747021024,1.15046333146381,7,"Valuable - Old, 'Poor' "
447,"Male",89,115996,24,"Engineer",15,1,1.33819720089746,0.152669989567897,-0.949284218162401,-1.4102156609056,5,"Less valuable - Old"
448,"Female",58,67097,91,"Engineer",6,1,0.0405544722198314,-0.905850032826145,1.4669183710593,-1.4102156609056,4,"Valuable - Young, 'Poor'"
452,"Male",74,128266,55,"Engineer",7,4,0.710305557988929,0.418279525034367,0.16866026341779,0.126191734516047,2,"Most valuable - Old, Rich"
453,"Female",64,156777,20,"Healthcare",7,2,0.291711129383243,1.03545910658975,-1.09353511901146,-0.89807986243172,6,"Target - Young"
454,"Female",48,123234,50,"Lawyer",10,7,-0.378039956385855,0.309351474303538,-0.0116533626435313,1.6625991299377,8,"Less valuable - Young"
458,"Female",21,153885,86,"Artist",6,6,-1.50824491362121,0.972855783315988,1.28660474499798,1.15046333146381,1,"Most valuable - Young, Rich"
459,"Male",84,53500,44,"Marketing",3,4,1.12889998659462,-1.20018522872978,-0.228029713917117,0.126191734516047,5,"Less valuable - Old"
461,"Female",47,124072,56,"Lawyer",0,7,-0.419899399246423,0.327491718046072,0.204722988630054,1.6625991299377,1,"Most valuable - Young, Rich"
462,"Female",96,135800,29,"Healthcare",0,7,1.63121330092144,0.581368542165938,-0.76897059210108,1.6625991299377,3,"Target - Old"
463,"Male",93,120597,96,"Artist",2,4,1.50563497233973,0.252268153600597,1.64723199712062,0.126191734516047,7,"Valuable - Old, 'Poor' "
465,"Male",56,53231,41,"Marketing",0,5,-0.0431644135013059,-1.20600829026527,-0.336217889553909,0.638327532989931,8,"Less valuable - Young"
466,"Female",76,156330,31,"Engineer",1,2,0.794024443710066,1.02578286678914,-0.696845141676551,-0.89807986243172,6,"Target - Young"
468,"Female",70,111760,53,"Executive",12,5,0.542867786546655,0.0609730056855855,0.0965348129932613,0.638327532989931,7,"Valuable - Old, 'Poor' "
469,"Female",47,143906,12,"Artist",4,3,-0.419899399246423,0.756839682711269,-1.38203692070957,-0.385944063957837,6,"Target - Young"
471,"Male",86,98463,46,"Homemaker",10,5,1.21261887231575,-0.226868069546497,-0.155904263492588,0.638327532989931,7,"Valuable - Old, 'Poor' "
472,"Male",91,93762,28,"Artist",15,7,1.4219160866186,-0.328630940469714,-0.805033317313344,1.6625991299377,3,"Target - Old"
473,"Male",97,104582,50,"Healthcare",8,2,1.67307274378201,-0.0944096549157445,-0.0116533626435313,-0.89807986243172,5,"Less valuable - Old"
474,"Male",20,130813,92,"Artist",17,5,-1.55010435648178,0.473414609535842,1.50298109627157,0.638327532989931,1,"Most valuable - Young, Rich"
476,"Female",28,79968,45,"Lawyer",9,2,-1.21522881359723,-0.627230608947667,-0.191966988704852,-0.89807986243172,9,"Least valuable"
477,"Male",32,104824,42,"Artist",0,7,-1.04779104215495,-0.0891710642406927,-0.300155164341645,1.6625991299377,8,"Less valuable - Young"
478,"Male",82,188719,30,"Lawyer",0,6,1.04518110087348,1.72690978155878,-0.732907866888816,1.15046333146381,3,"Target - Old"
479,"Male",39,187536,66,"Healthcare",3,6,-0.754774942130972,1.70130129904396,0.565350240752696,1.15046333146381,1,"Most valuable - Young, Rich"
482,"Female",34,154888,43,"Healthcare",9,6,-0.964072156433815,0.994567793427876,-0.264092439129381,1.15046333146381,1,"Most valuable - Young, Rich"
483,"Male",76,155622,81,"Healthcare",0,2,0.794024443710066,1.01045674200427,1.10629111893666,-0.89807986243172,2,"Most valuable - Old, Rich"
484,"Female",30,62330,60,"Healthcare",1,1,-1.13150992787609,-1.0090416102971,0.348973889479111,-1.4102156609056,4,"Valuable - Young, 'Poor'"
485,"Female",69,112838,34,"Healthcare",1,7,0.501008343686086,0.0843085459653618,-0.588656966039759,1.6625991299377,3,"Target - Old"
486,"Male",22,58283,59,"Homemaker",2,4,-1.46638547076064,-1.09664729815634,0.312911164266847,0.126191734516047,4,"Valuable - Young, 'Poor'"
487,"Female",60,77857,81,"Artist",1,6,0.124273357940969,-0.672927571406486,1.10629111893666,1.15046333146381,7,"Valuable - Old, 'Poor' "
488,"Male",66,125024,25,"Artist",0,1,0.37543001510438,0.348099727643797,-0.913221492950137,-1.4102156609056,6,"Target - Young"
489,"Female",57,136242,34,"Artist",9,1,-0.00130497064073725,0.590936546622025,-0.588656966039759,-1.4102156609056,6,"Target - Young"
490,"Female",60,81934,81,"Healthcare",1,4,0.124273357940969,-0.584672471480097,1.10629111893666,0.126191734516047,4,"Valuable - Young, 'Poor'"
491,"Female",59,130511,97,"Artist",3,4,0.0824139150804,0.46687719472648,1.68329472233289,0.126191734516047,2,"Most valuable - Old, Rich"
492,"Female",54,144502,88,"Lawyer",3,1,-0.126883299222443,0.769741335778752,1.35873019542251,-1.4102156609056,2,"Most valuable - Old, Rich"
493,"Male",90,63769,6,"Artist",4,2,1.38005664375803,-0.97789147814256,-1.59841327198316,-0.89807986243172,5,"Less valuable - Old"
495,"Female",34,135115,54,"Entertainment",1,7,-0.964072156433815,0.566540299965895,0.132597538205526,1.6625991299377,1,"Most valuable - Young, Rich"
496,"Female",85,179877,17,"Healthcare",12,4,1.17075942945518,1.53550639829924,-1.20172329464825,0.126191734516047,3,"Target - Old"
497,"Female",83,93351,65,"Doctor",1,1,1.08704054373405,-0.33752788578974,0.529287515540432,-1.4102156609056,5,"Less valuable - Old"
499,"Male",95,121725,3,"Unknown",12,3,1.58935385806087,0.276686047325632,-1.70660144761995,-0.385944063957837,5,"Less valuable - Old"
500,"Male",41,65723,91,"Artist",6,7,-0.671056056409835,-0.935593105501852,1.4669183710593,1.6625991299377,7,"Valuable - Old, 'Poor' "
501,"Female",38,96794,96,"Healthcare",6,3,-0.796634384991541,-0.26299702754923,1.64723199712062,-0.385944063957837,4,"Valuable - Young, 'Poor'"
502,"Male",68,72352,61,"Healthcare",8,5,0.459148900825518,-0.792094685729462,0.385036614691375,0.638327532989931,7,"Valuable - Old, 'Poor' "
506,"Female",20,111896,90,"Executive",1,3,-1.55010435648178,0.063917007056689,1.43085564584704,-0.385944063957837,4,"Valuable - Young, 'Poor'"
508,"Male",36,88565,16,"Healthcare",1,5,-0.880353270712678,-0.441130757569896,-1.23778601986051,0.638327532989931,8,"Less valuable - Young"
509,"Female",70,104974,63,"Artist",1,1,0.542867786546655,-0.0859240039049168,0.457162065115904,-1.4102156609056,2,"Most valuable - Old, Rich"
511,"Female",31,69018,17,"Artist",6,1,-1.08965048501552,-0.864266013459308,-1.20172329464825,-1.4102156609056,9,"Least valuable"
512,"Female",48,174109,96,"Entertainment",0,1,-0.378039956385855,1.4106461048542,1.64723199712062,-1.4102156609056,2,"Most valuable - Old, Rich"
513,"Male",28,62186,29,"Marketing",0,1,-1.21522881359723,-1.01215878821945,-0.76897059210108,-1.4102156609056,9,"Least valuable"
514,"Male",97,183783,70,"Healthcare",9,3,1.67307274378201,1.62005984944284,0.709601141601753,-0.385944063957837,2,"Most valuable - Old, Rich"
515,"Male",81,83771,1,"Artist",1,2,1.00332165801291,-0.544906805901295,-1.77872689804448,-0.89807986243172,5,"Less valuable - Old"
516,"Female",37,148196,91,"Artist",0,2,-0.83849382785211,0.84970560831446,1.4669183710593,-0.89807986243172,4,"Valuable - Young, 'Poor'"
517,"Male",85,131742,87,"Entertainment",1,1,1.17075942945518,0.493524736548747,1.32266747021024,-1.4102156609056,2,"Most valuable - Old, Rich"
518,"Female",78,59971,94,"Homemaker",14,7,0.877743329431204,-1.06010704584441,1.57510654669609,1.6625991299377,7,"Valuable - Old, 'Poor' "
520,"Female",53,140107,38,"Healthcare",1,5,-0.168742742083012,0.674602467940517,-0.444406065190702,0.638327532989931,1,"Most valuable - Young, Rich"
521,"Female",41,161896,49,"Entertainment",1,3,-0.671056056409835,1.14627045231533,-0.0477160878557955,-0.385944063957837,6,"Target - Young"
523,"Male",20,119952,2,"Healthcare",8,2,-1.55010435648178,0.238305794156761,-1.74266417283221,-0.89807986243172,6,"Target - Young"
524,"Female",98,167197,63,"Doctor",1,5,1.71493218664258,1.26102156458165,0.457162065115904,0.638327532989931,3,"Target - Old"
525,"Female",44,186116,2,"Healthcare",8,6,-0.545477727828129,1.67056246119861,-1.74266417283221,1.15046333146381,3,"Target - Old"
526,"Female",66,134677,59,"Healthcare",15,5,0.37543001510438,0.557058883785429,0.312911164266847,0.638327532989931,7,"Valuable - Old, 'Poor' "
527,"Female",58,180479,74,"Healthcare",0,3,0.0405544722198314,1.54853793378015,0.85385204245081,-0.385944063957837,2,"Most valuable - Old, Rich"
528,"Male",97,112783,21,"Artist",9,6,1.67307274378201,0.0831179571755773,-1.05747239379919,1.15046333146381,3,"Target - Old"
530,"Male",48,115832,92,"Artist",2,2,-0.378039956385855,0.149119870267449,1.50298109627157,-0.89807986243172,4,"Valuable - Young, 'Poor'"
531,"Female",47,104834,44,"Artist",0,7,-0.419899399246423,-0.0889545935516409,-0.228029713917117,1.6625991299377,8,"Less valuable - Young"
532,"Male",93,152571,66,"Doctor",14,5,1.50563497233973,0.944411534774591,0.565350240752696,0.638327532989931,7,"Valuable - Old, 'Poor' "
534,"Female",68,171761,59,"Doctor",1,6,0.459148900825518,1.35981878706486,0.312911164266847,1.15046333146381,1,"Most valuable - Young, Rich"
535,"Female",87,77709,73,"Artist",0,1,1.25447831517632,-0.676131337604452,0.817789317238546,-1.4102156609056,5,"Less valuable - Old"
536,"Female",22,95053,17,"Entertainment",1,2,-1.46638547076064,-0.300684574513136,-1.20172329464825,-0.89807986243172,9,"Least valuable"
537,"Male",89,74820,33,"Doctor",1,2,1.33819720089746,-0.738669719671496,-0.624719691252023,-0.89807986243172,5,"Less valuable - Old"
538,"Male",57,152267,92,"Engineer",9,5,-0.00130497064073725,0.937830825827418,1.50298109627157,0.638327532989931,1,"Most valuable - Young, Rich"
539,"Male",91,71925,14,"Artist",4,2,1.4219160866186,-0.801337984151971,-1.30991147028504,-0.89807986243172,5,"Less valuable - Old"
540,"Female",84,151340,95,"Artist",1,7,1.12889998659462,0.917763992952323,1.61116927190836,1.6625991299377,7,"Valuable - Old, 'Poor' "
541,"Male",56,162921,51,"Executive",0,4,-0.0431644135013059,1.16845869794313,0.0244093625687329,0.126191734516047,1,"Most valuable - Young, Rich"
542,"Female",26,52234,30,"Executive",1,2,-1.29894769931836,-1.22759041796373,-0.732907866888816,-0.89807986243172,9,"Least valuable"
543,"Female",56,100271,87,"Artist",1,5,-0.0431644135013059,-0.187730168965944,1.32266747021024,0.638327532989931,7,"Valuable - Old, 'Poor' "
545,"Female",33,88763,1,"Entertainment",1,1,-1.00593159929438,-0.436844637926672,-1.77872689804448,-1.4102156609056,9,"Least valuable"
546,"Female",89,107359,26,"Unknown",10,6,1.33819720089746,-0.0342957445660797,-0.877158767737872,1.15046333146381,3,"Target - Old"
547,"Male",99,164781,83,"Engineer",0,2,1.75679162950314,1.20872224610675,1.17841656936119,-0.89807986243172,2,"Most valuable - Old, Rich"
548,"Female",25,156016,85,"Artist",2,1,-1.34080714217893,1.01898568715291,1.25054201978572,-1.4102156609056,4,"Valuable - Young, 'Poor'"
549,"Female",96,186882,40,"Entertainment",1,7,1.63121330092144,1.68714411597997,-0.372280614766174,1.6625991299377,3,"Target - Old"
550,"Female",35,99300,88,"Homemaker",5,2,-0.922212713573247,-0.208749472872867,1.35873019542251,-0.89807986243172,4,"Valuable - Young, 'Poor'"
552,"Female",81,89211,12,"Doctor",1,7,1.00332165801291,-0.427146751057155,-1.38203692070957,1.6625991299377,3,"Target - Old"
554,"Female",31,139592,62,"Marketing",1,1,-1.08965048501552,0.663454227454354,0.421099339903639,-1.4102156609056,6,"Target - Young"
556,"Male",89,57033,99,"Artist",0,4,1.33819720089746,-1.1237061342878,1.75542017275742,0.126191734516047,7,"Valuable - Old, 'Poor' "
557,"Male",84,117612,63,"Engineer",0,6,1.12889998659462,0.187651652918656,0.457162065115904,1.15046333146381,7,"Valuable - Old, 'Poor' "
558,"Male",40,185321,96,"Artist",0,7,-0.712915499270404,1.653353041419,1.64723199712062,1.6625991299377,1,"Most valuable - Young, Rich"
561,"Female",69,123925,52,"Artist",1,7,0.501008343686086,0.324309598917012,0.0604720877809971,1.6625991299377,7,"Valuable - Old, 'Poor' "
564,"Female",34,58979,3,"Entertainment",9,5,-0.964072156433815,-1.08158093819834,-1.70660144761995,0.638327532989931,8,"Less valuable - Young"
565,"Female",51,141416,100,"Healthcare",15,1,-0.252461627804149,0.702938481137389,1.79148289796968,-1.4102156609056,2,"Most valuable - Old, Rich"
566,"Male",54,104854,67,"Healthcare",1,7,-0.126883299222443,-0.0885216521735375,0.60141296596496,1.6625991299377,7,"Valuable - Old, 'Poor' "
567,"Female",19,180331,14,"Artist",17,5,-1.59196379934234,1.54533416758219,-1.30991147028504,0.638327532989931,6,"Target - Young"
568,"Female",99,172896,13,"Engineer",0,3,1.75679162950314,1.38438821027223,-1.34597419549731,-0.385944063957837,3,"Target - Old"
570,"Female",91,189974,37,"Engineer",8,1,1.4219160866186,1.75407685303477,-0.480468790402966,-1.4102156609056,2,"Most valuable - Old, Rich"
571,"Male",65,90084,65,"Artist",1,6,0.333570572243812,-0.408248859902939,0.529287515540432,1.15046333146381,7,"Valuable - Old, 'Poor' "
572,"Female",47,112247,24,"Executive",4,5,-0.419899399246423,0.0715151282424047,-0.949284218162401,0.638327532989931,8,"Less valuable - Young"
573,"Female",91,181775,61,"Artist",4,5,1.4219160866186,1.57659253508126,0.385036614691375,0.638327532989931,3,"Target - Old"
574,"Female",64,59088,31,"Artist",1,3,0.291711129383243,-1.07922140768767,-0.696845141676551,-0.385944063957837,5,"Less valuable - Old"
575,"Female",91,60856,23,"Artist",1,6,1.4219160866186,-1.04094938986333,-0.985346943374665,1.15046333146381,3,"Target - Old"
576,"Male",32,149900,34,"Artist",6,3,-1.04779104215495,0.886592213728874,-0.588656966039759,-0.385944063957837,6,"Target - Young"
578,"Male",22,162598,84,"Artist",8,3,-1.46638547076064,1.16146669468676,1.21447929457345,-0.385944063957837,1,"Most valuable - Young, Rich"
579,"Female",37,146195,89,"Healthcare",4,4,-0.83849382785211,0.806389823435209,1.39479292063477,0.126191734516047,1,"Most valuable - Young, Rich"
580,"Male",83,135268,53,"Lawyer",4,5,1.08704054373405,0.569852301508387,0.0965348129932613,0.638327532989931,3,"Target - Old"
581,"Female",89,136037,1,"Marketing",5,1,1.33819720089746,0.586498897496464,-1.77872689804448,-1.4102156609056,5,"Less valuable - Old"
582,"Female",33,111191,67,"Artist",9,4,-1.00593159929438,0.0486558234785422,0.60141296596496,0.126191734516047,4,"Valuable - Young, 'Poor'"
584,"Female",71,177359,56,"Doctor",6,2,0.584727229407223,1.48099907879601,0.204722988630054,-0.89807986243172,2,"Most valuable - Old, Rich"
586,"Male",49,53509,98,"Artist",5,4,-0.336180513525286,-1.19999040510963,1.71935744754515,0.126191734516047,4,"Valuable - Young, 'Poor'"
588,"Female",53,86766,2,"Lawyer",16,3,-0.168742742083012,-0.480073834530302,-1.74266417283221,-0.385944063957837,9,"Least valuable"
589,"Female",63,52661,25,"Healthcare",12,5,0.249851686522674,-1.21834711954122,-0.913221492950137,0.638327532989931,8,"Less valuable - Young"
590,"Female",46,148520,14,"Healthcare",11,5,-0.461758842106992,0.856719258639736,-1.30991147028504,0.638327532989931,6,"Target - Young"
591,"Male",42,149936,52,"Artist",15,3,-0.629196613549266,0.88737150820946,0.0604720877809971,-0.385944063957837,6,"Target - Young"
592,"Female",73,102296,31,"Entertainment",7,5,0.668446115128361,-0.143894854432969,-0.696845141676551,0.638327532989931,3,"Target - Old"
593,"Male",75,178416,16,"Executive",10,7,0.752165000849498,1.50388003062878,-1.23778601986051,1.6625991299377,3,"Target - Old"
594,"Female",49,83788,41,"Doctor",15,1,-0.336180513525286,-0.544538805729907,-0.336217889553909,-1.4102156609056,9,"Least valuable"
595,"Female",96,184771,77,"Engineer",8,5,1.63121330092144,1.64144715352115,0.962040218087603,0.638327532989931,2,"Most valuable - Old, Rich"
596,"Female",52,70302,88,"Executive",14,3,-0.21060218494358,-0.836471176985066,1.35873019542251,-0.385944063957837,4,"Valuable - Young, 'Poor'"
598,"Male",91,97879,40,"Entertainment",15,7,1.4219160866186,-0.239509957787117,-0.372280614766174,1.6625991299377,3,"Target - Old"
599,"Male",22,64707,29,"Entertainment",7,3,-1.46638547076064,-0.957586527509508,-0.76897059210108,-0.385944063957837,9,"Least valuable"
600,"Male",62,71795,87,"Healthcare",8,1,0.207992243662106,-0.804152103109643,1.32266747021024,-1.4102156609056,4,"Valuable - Young, 'Poor'"
601,"Male",41,76567,85,"Doctor",16,1,-0.671056056409835,-0.700852290294159,1.25054201978572,-1.4102156609056,4,"Valuable - Young, 'Poor'"
602,"Male",61,126370,20,"Unknown",11,4,0.166132800801537,0.377236682390159,-1.09353511901146,0.126191734516047,3,"Target - Old"
603,"Female",71,154007,32,"Artist",7,7,0.584727229407223,0.975496725722419,-0.660782416464287,1.6625991299377,3,"Target - Old"
604,"Female",91,69720,78,"Lawyer",17,6,1.4219160866186,-0.849069771087877,0.998102943299867,1.15046333146381,7,"Valuable - Old, 'Poor' "
605,"Female",94,85265,68,"Executive",7,6,1.5474944152003,-0.512566084956966,0.637475691177225,1.15046333146381,7,"Valuable - Old, 'Poor' "
608,"Female",96,145457,57,"Executive",2,1,1.63121330092144,0.790414286583192,0.240785713842318,-1.4102156609056,2,"Most valuable - Old, Rich"
610,"Female",23,73759,83,"Doctor",0,7,-1.42452602790007,-0.761637259779884,1.17841656936119,1.6625991299377,8,"Less valuable - Young"
611,"Male",94,90082,17,"Artist",5,7,1.5474944152003,-0.408292154040749,-1.20172329464825,1.6625991299377,3,"Target - Old"
613,"Female",74,101352,36,"Lawyer",0,5,0.710305557988929,-0.164329687479452,-0.51653151561523,0.638327532989931,3,"Target - Old"
614,"Female",52,93947,81,"Healthcare",9,2,-0.21060218494358,-0.324626232722257,1.10629111893666,-0.89807986243172,4,"Valuable - Young, 'Poor'"
615,"Male",39,134629,23,"Engineer",1,6,-0.754774942130972,0.556019824477981,-0.985346943374665,1.15046333146381,8,"Less valuable - Young"
616,"Male",72,101858,70,"Healthcare",8,6,0.626586672267792,-0.153376270613435,0.709601141601753,1.15046333146381,7,"Valuable - Old, 'Poor' "
617,"Female",55,165501,47,"Artist",10,4,-0.0850238563618745,1.22430813571847,-0.119841538280324,0.126191734516047,6,"Target - Young"
618,"Male",29,135931,74,"Lawyer",5,1,-1.17336937073666,0.584204308192516,0.85385204245081,-1.4102156609056,4,"Valuable - Young, 'Poor'"
